accession,PF00154_results,PF00154_domain_results,PF21134_domain_results,gold_standards_results,PF21134_results,Walker_A,Walker_B
A0A077SLE7,0,0,0,0,0,0,0
J7QDG6,0,0,0,0,0,0,0
A0A076YIV3,1,1,0,1,1,0,1
A0A8S5RFQ3,0,0,0,0,0,0,1
A0A8S5NIW4,0,0,0,0,0,1,0
A0A6F8X016,0,0,0,0,0,0,0
A0AAU8BCD2,0,0,0,0,0,0,0
A0A3G4ZTN9,0,0,0,0,0,0,1
Q678G4,0,0,0,0,0,0,0
A0A7S6HTB9,1,1,1,1,1,1,1
A0A218M2X6,1,1,1,1,1,1,1
A0AB39TZ10,1,1,1,1,1,1,1
A0AB39C3F0,1,1,1,1,1,1,1
A0AAU8BDM2,1,1,1,1,1,1,1
A0A1G4GPY5,1,1,1,1,1,1,1
A0A6B9JG63,1,1,1,1,1,1,1
A0A0M4RSS0,1,1,1,1,1,1,1
A0A482MMG0,1,1,1,1,1,1,1
A0A386K6M7,1,1,1,1,1,1,1
A0A7G9A4S2,0,0,0,0,0,1,1
A0A1W5N0G9,1,1,1,1,1,1,1
A0A650EYM5,1,1,1,1,1,1,1
A0AAE8BGM8,1,1,1,1,1,1,1
A0A8A6NL89,1,1,1,1,1,1,1
A0A193GYV7,1,1,1,1,1,1,1
A0A1J0MGX0,1,1,1,1,1,1,1
A0A2I6UFH0,1,1,1,1,1,1,1
A0A7T3N7R1,1,1,1,1,1,1,1
A0A482IH99,1,1,1,1,1,1,1
A0A193H0Z5,1,1,1,1,1,1,1
A0A6M3G8T6,1,1,1,1,1,1,1
A0A7L7SKR3,1,1,1,1,1,1,1
A0A7S6HSU8,1,1,1,1,1,1,1
A0A6J5KN68,0,0,0,0,0,0,0
A0A097BWP9,1,1,1,1,1,1,1
A0A2K9VB18,1,1,1,1,1,1,1
A0A3B8DL78,1,1,1,1,1,1,1
A0AAX4R5Q2,1,1,1,1,1,1,1
A0A4Y5NZW8,0,0,0,0,0,0,1
A0AAE9CEG0,0,0,0,0,0,0,0
A0A0K0MWX8,0,0,0,0,0,0,0
A0A8S5TTD4,0,0,0,0,0,0,1
A0A1L7DQX5,1,1,1,1,1,1,1
A0A6G8QXM5,1,1,1,1,1,1,1
A0A6G9LSR8,1,1,1,1,1,1,1
A0A7H0XCP9,1,1,1,1,1,1,1
A0AB39C9X7,1,1,1,1,1,1,1
A0A193H1W7,1,1,1,1,1,1,1
A0A193H2W7,1,1,1,1,1,1,1
A0A2S1GR82,1,1,1,1,1,1,1
A0A7T8EQQ8,1,1,1,1,1,1,1
A0A193H035,1,1,1,1,1,1,1
A0A7D5FPY3,1,1,1,1,1,1,1
A0AB39CAZ1,1,1,1,1,1,1,1
A0A6B9XM27,0,0,0,0,0,0,1
H6WBN7,0,0,0,0,0,0,0
I7K2V8,1,1,1,1,1,1,1
A0ZYP4,0,0,0,0,0,0,1
A0A219YBT3,1,1,1,1,1,1,1
A0A0F7L8E6,0,0,0,0,0,0,1
A0AAT9JH98,0,0,0,0,0,0,1
A0A384ZUJ9,0,0,0,0,0,0,0
A0ABZ0ZZ43,0,0,0,0,0,0,1
A0A385AHH7,0,0,0,0,0,0,0
A0A5J6VMZ6,0,0,0,0,0,0,0
A0A0N9Q9D4,0,0,0,0,0,0,0
A0A1B2RVS6,0,0,0,0,0,0,1
A0A0B4SJL1,0,0,0,0,0,0,1
A0A3G3BW32,0,0,0,0,0,0,0
A0AA95J221,0,0,0,0,0,0,1
A0A2C9CYI8,1,1,1,1,1,1,1
A0A2C9CYW0,1,1,1,1,1,1,1
A0AAU8L1H9,1,1,0,1,0,1,1
A0A7G5B8Y6,0,0,0,0,0,0,0
A0A7S9XFX8,0,0,0,0,0,0,0
A0A6J7WYX2,0,0,0,0,0,0,1
A0A7G5BAF9,0,0,0,0,0,0,0
A0A7G5BAQ9,0,0,0,0,0,0,0
A0A7M1IE19,0,0,0,0,0,0,0
A0A6J5LAX3,0,0,0,0,0,0,1
A0A7G5B8M4,0,0,0,0,0,0,0
A0A7G5BA81,0,0,0,0,0,0,0
A0A7S8MRS4,0,0,0,0,0,0,0
A0A7G5B849,0,0,0,0,0,0,0
A0A0K0MWR7,0,0,0,0,0,0,0
A0A2U8UM29,0,0,0,0,0,0,0
A0A6H0X614,0,0,0,0,0,0,0
A0AC61TRQ0,0,0,0,0,0,0,1
A0A7U3NKM4,0,0,0,0,0,0,0
A0A2U8UJD8,0,0,0,0,0,0,0
A0A8S5SLX3,0,0,0,0,0,0,0
B2YG59,0,0,0,0,0,0,1
A0A5B9NHN4,0,0,0,0,0,0,1
A0A1B0V7J3,0,0,0,0,0,0,0
A0A7M3UP24,0,0,0,0,0,0,1
A0A386KQZ5,0,0,0,0,0,0,1
A0AAE7V375,0,0,0,0,0,0,0
A0A4D6EGH5,0,0,0,0,0,0,0
A0AA49GZG7,0,0,0,0,0,0,0
A0A3T0II11,0,0,0,0,0,0,0
A0A6B9SRR6,0,0,0,0,0,0,0
A0A6J5M025,0,0,0,0,0,0,1
A0A6J5NKH1,0,0,0,0,0,0,1
A0A6J5QRP2,0,0,0,0,0,0,0
A0A8S5LRF6,0,0,0,0,0,0,0
A0A8S5MLD2,0,0,0,0,0,0,0
A0A8S5NIY3,0,0,0,0,0,0,0
A0A8S5P606,0,0,0,0,0,0,1
A0A8S5RRY7,0,0,0,0,0,0,1
A0A8S5RXF4,0,0,0,0,0,0,0
A0A8S5S5X9,0,0,0,0,0,0,0
A0A8S5SEJ1,0,0,0,0,0,0,0
A0A8S5TFS3,0,0,0,0,0,0,0
A0A8S5TLB0,0,0,0,0,0,0,0
A0A8S5TMM8,0,0,0,0,0,0,0
A0A8S5TRX7,0,0,0,0,0,0,0
A0AAX4B1Z4,0,0,0,0,0,0,0
A0A1S5SCM1,0,0,0,0,0,0,0
A0A1S5SD13,0,0,0,0,0,0,0
A0A8D9UGU2,0,0,0,0,0,0,0
A0A8S5NQ03,0,0,0,0,0,0,0
A0A8S5PMB0,0,0,0,0,0,0,1
A0A8S5Q7W0,0,0,0,0,0,1,1
A0A8S5R507,0,0,0,0,0,0,0
A0A8S5S473,0,0,0,0,0,0,0
A0A8S5SIY9,0,0,0,0,0,0,0
A0A8S5SZC5,0,0,0,0,0,0,0
A0A8S5T153,0,0,0,0,0,0,0
A0A8S5TFW4,0,0,0,0,0,0,0
A0A8S5TW86,0,0,0,0,0,0,1
A0A8S5V806,0,0,0,0,0,0,1
A0A8S5VAE9,0,0,0,0,0,0,1
A0A8S5VLB4,0,0,0,0,0,0,0
A0A1S5S9I3,0,0,0,0,0,0,0
A0A1S5SDZ6,0,0,0,0,0,0,0
A0A6J5KN34,0,0,0,0,0,0,0
A0A8S5MSS1,0,0,0,0,0,0,0
A0A8S5MTE7,0,0,0,0,0,0,0
A0A8S5MUW8,0,0,0,0,0,0,0
A0A8S5N0R2,0,0,0,0,0,0,1
A0A8S5PXI2,0,0,0,0,0,0,1
A0A8S5RWG5,0,0,0,0,0,0,0
A0A8S5S248,0,0,0,0,0,0,0
A0A8S5S436,0,0,0,0,0,0,0
A0A8S5SLC6,0,0,0,0,0,0,0
A0A8S5T2D8,0,0,0,0,0,0,1
A0A8S5UDE7,0,0,0,0,0,1,0
A0A8S5VK84,0,0,0,0,0,0,1
A0AAU8B734,0,0,0,0,0,0,0
A0A1S5S8M0,0,0,0,0,0,0,0
A0A1S5SAZ8,0,0,0,0,0,0,0
A0A1S5SCF9,0,0,0,0,0,0,0
A0A6J5KQT3,0,0,0,0,0,0,0
A0A6J5KV48,0,0,0,0,0,0,0
A0A6J5LRT0,0,0,0,0,0,0,0
A0A8S5NPL6,0,0,0,0,0,0,0
A0A8S5PFX6,0,0,0,0,0,0,0
A0A8S5RV74,0,0,0,0,0,1,0
A0A8S5S7I1,0,0,0,0,0,0,0
A0A8S5T4E6,0,0,0,0,0,0,1
A0A8S5T5D1,0,0,0,0,0,0,1
A0A8S5TQG9,0,0,0,0,0,0,1
A0A8S5UJ14,0,0,0,0,0,0,1
A0A8S5VKM3,0,0,0,0,0,1,0
A0A2S1GN36,0,0,0,0,0,0,1
A0A6J5L7P3,0,0,0,0,0,0,0
A0A8S5LN14,0,0,0,0,0,1,0
A0A8S5LYB1,0,0,0,0,0,0,0
A0A8S5MRQ7,0,0,0,0,0,0,1
A0A8S5N6J0,0,0,0,0,0,1,1
A0A8S5SIW6,0,0,0,0,0,0,0
A0A8S5T7Q8,0,0,0,0,0,0,1
A0A8S5TNG1,0,0,0,0,0,0,1
A0A8S5TTD9,0,0,0,0,0,0,0
A0A8S5V4N6,0,0,0,0,0,0,1
A0A8S5V8E4,0,0,0,0,0,0,1
A0A0A0YX30,0,0,0,0,0,0,0
A0A6J5KHQ1,0,0,0,0,0,1,0
A0A8S5MBM5,0,0,0,0,0,0,1
A0A8S5MJ47,0,0,0,0,0,0,1
A0A8S5N2E6,0,0,0,0,0,0,0
A0A8S5PL03,0,0,0,0,0,0,0
A0A8S5PM00,0,0,0,0,0,0,0
A0A0M3LS41,0,0,0,0,0,0,0
A0A0M3LSL9,0,0,0,0,0,0,0
A0A1S5S9J0,0,0,0,0,0,0,0
A0A6J5LWU4,0,0,0,0,0,0,1
A0A8S5LG26,0,0,0,0,0,0,0
A0A8S5LS26,0,0,0,0,0,0,1
A0A8S5LW59,0,0,0,0,0,0,1
A0A8S5MFY9,0,0,0,0,0,0,1
A0A8S5MZH7,0,0,0,0,0,0,0
A0A8S5NCU3,0,0,0,0,0,0,1
A0A8S5NKT1,0,0,0,0,0,0,0
A0A8S5SFC0,0,0,0,0,0,0,0
A0A8S5T2Q6,0,0,0,0,0,0,0
A0A8S5U6R6,0,0,0,0,0,0,1
A0A8S5UND0,0,0,0,0,0,0,1
A0A8S5URQ3,0,0,0,0,0,0,1
A0A8S5UUI2,0,0,0,0,0,0,0
A0A8S5VFT9,0,0,0,0,0,0,0
A0A8S5VP30,0,0,0,0,0,1,0
A0A0A1I5U0,0,0,0,0,0,0,0
A0A0A8KWT9,0,0,0,0,0,0,0
A0A0M3LQU1,0,0,0,0,0,0,0
A0A1S5S8Y2,0,0,0,0,0,0,0
A0A1S5SFX6,0,0,0,0,0,0,0
A0A1S6L1B6,0,0,0,0,0,0,0
A0A2K9V3H5,0,0,0,0,0,0,0
A0A6J5KQY6,0,0,0,0,0,0,0
A0A8S5PSE7,0,0,0,0,0,0,1
A0A8S5R3U6,0,0,0,0,0,0,0
A0A8S5SE07,0,0,0,0,0,0,0
A0A8S5UDA1,0,0,0,0,0,0,0
A0AB39C767,0,0,0,0,0,1,0
A7XXG4,0,0,0,0,0,1,0
Q19US1,0,0,0,0,0,0,0
A0A0M3LRG1,0,0,0,0,0,0,0
A0A1S5S862,0,0,0,0,0,0,0
A0A1S5SAV6,0,0,0,0,0,0,0
A0A5C2IFU0,0,0,0,0,0,0,0
A0A5Q2WE39,0,0,0,0,0,0,0
A0A8S5LST3,0,0,0,0,0,0,0
A0A8S5MKT4,0,0,0,0,0,0,0
A0A8S5N2V6,0,0,0,0,0,0,0
A0A8S5NS67,0,0,0,0,0,0,1
A0A8S5Q1E1,0,0,0,0,0,0,1
A0A8S5Q6I8,0,0,0,0,0,0,0
A0A8S5R2G9,0,0,0,0,0,0,1
A0A8S5U348,0,0,0,0,0,1,1
A0A8S5VD59,0,0,0,0,0,0,1
A0A8S5VQ61,0,0,0,0,0,1,0
Q19UT7,0,0,0,0,0,0,0
R9QCN7,0,0,0,0,0,0,0
A0A2H4JE37,0,0,0,0,0,0,0
A0A6J5LSV7,0,0,0,0,0,0,0
A0A6J5QBU4,0,0,0,0,0,0,0
A0A8S5LDE7,0,0,0,0,0,0,0
A0A8S5MIL4,0,0,0,0,0,0,1
A0A8S5RSK4,0,0,0,0,0,0,1
A0A8S5SD71,0,0,0,0,0,0,0
A0A8S5SEY9,0,0,0,0,0,0,0
A0A8S5TNZ8,0,0,0,0,0,0,0
A0A8S5VCQ4,0,0,0,0,0,0,0
A0A023W6X0,0,0,0,0,0,0,0
A0A0D3MTD6,0,0,0,0,0,0,0
A0A0M4RBT1,0,0,0,0,0,0,0
A0A1W6JMY2,0,0,0,0,0,0,0
A0A1W6JNF5,0,0,0,0,0,0,0
A0A1X9SI38,0,0,0,0,0,0,0
A0A7G5B8A7,0,0,0,0,0,0,0
A0A7L8ZKA8,0,0,0,0,0,0,1
A0A8S5NM00,0,0,0,0,0,0,1
A0A8S5Q0R9,0,0,0,0,0,0,1
A0A8S5V073,0,0,0,0,0,0,0
A0AAE8YPY1,0,0,0,0,0,1,0
A0AAE9K6M5,0,0,0,0,0,0,0
R4ICC6,0,0,0,0,0,0,1
A0A1W6JJ78,0,0,0,0,0,0,0
A0A1W6JKN5,0,0,0,0,0,0,0
A0A1W6JLC4,0,0,0,0,0,0,0
A0A2H4JAA2,0,0,0,0,0,0,0
A0A385UEW3,0,0,0,0,0,0,0
A0A649V3Q1,0,0,0,0,0,0,0
A0A6H0X6F1,0,0,0,0,0,1,0
A0A6M3TAG6,0,0,0,0,0,1,0
A0A7D4XPE3,0,0,0,0,0,0,1
A0A7S6C6J3,0,0,0,0,0,0,1
A0A8S5MJ20,0,0,0,0,0,0,1
A0A8S5N5P0,0,0,0,0,0,0,1
A0A8S5PGU9,0,0,0,0,0,0,0
A0A8S5TQ08,0,0,0,0,0,0,0
A0A8S5TZV4,0,0,0,0,0,0,0
A0AAE8BI72,0,0,0,0,0,0,0
A0AAE8YPA1,0,0,0,0,0,1,0
A0A060AEW6,0,0,0,0,0,0,1
A0A0K2CZ62,0,0,0,0,0,0,0
A0A0K2CZL4,0,0,0,0,0,0,0
A0A141E0Q7,0,0,0,0,0,0,0
A0A1W6JLR4,0,0,0,0,0,0,0
A0A222ZPY5,0,0,0,0,0,0,0
A0A3G3BVH8,0,0,0,0,0,0,0
A0A3Q9R7K6,0,0,0,0,0,1,0
A0A411B5E8,0,0,0,0,0,0,0
A0A482JGE0,0,0,0,0,0,0,0
A0A7G9VYQ7,0,0,0,0,0,0,0
A0A8S5PX15,0,0,0,0,0,0,1
A0A8S5Q8H7,0,0,0,0,0,0,0
A0A8S5QIE8,0,0,0,0,0,0,0
A0A8S5S2F8,0,0,0,0,0,0,0
A0A1L7DQ84,0,0,0,0,0,0,0
A0A1W6JJR0,0,0,0,0,0,0,0
A0A1W6JMA5,0,0,0,0,0,0,0
A0A5P8D9R7,0,0,0,0,0,0,0
A0A8S5NTV2,0,0,0,0,0,0,0
A0A8S5PRX5,0,0,0,0,0,0,0
A0A8S5QNB1,0,0,0,0,0,0,0
A0A8S5SK94,0,0,0,0,0,0,0
A0A8S5U335,0,0,0,0,0,0,0
A0A8S5UW54,0,0,0,0,0,0,0
A0AAE8YVF5,0,0,0,0,0,1,0
E0YJ18,0,0,0,0,0,0,0
Q8W5Y3,0,0,0,0,0,0,1
V9VFQ5,0,0,0,0,0,0,0
W5RV39,0,0,0,0,0,0,1
A0A0K2CYP0,0,0,0,0,0,0,0
A0A0K2CZC3,0,0,0,0,0,0,0
A0A1W6JK69,0,0,0,0,0,0,0
A0A410TBP2,0,0,0,0,0,0,0
A0A6B9LAB7,0,0,0,0,0,0,1
A0A6J5RDD9,0,0,0,0,0,0,1
A0A8S5LRQ1,0,0,0,0,0,0,0
A0A8S5VDK9,0,0,0,0,0,0,0
A0A9E7NJY3,0,0,0,0,0,1,0
A0AAE8YUX6,0,0,0,0,0,1,0
A0AAX4J735,0,0,0,0,0,0,1
G9FGY1,0,0,0,0,0,0,1
A0A1S5SEW7,0,0,0,0,0,0,0
A0A8S5L803,0,0,0,0,0,0,1
A0A8S5MUS6,0,0,0,0,0,0,0
A0A8S5PK59,0,0,0,0,0,0,0
A0A8S5STM1,0,0,0,0,0,0,0
A0A8S5QI30,0,0,0,0,0,0,1
A7XX23,0,0,0,0,0,1,0
A0A3G6K3I0,0,0,0,0,0,0,0
A0A8S5VCQ0,0,0,0,0,0,0,0
A0A8S5TQF2,0,0,0,0,0,0,0
A0A8S5UEV5,0,0,0,0,0,0,0
A0A8S5PR23,0,0,0,0,0,0,0
A0A8S5SS76,0,0,0,0,0,1,0
A0A8S5T9L3,0,0,0,0,0,0,0
A0AAU8HYI5,1,1,1,1,1,0,1
A0A8S5NX72,0,0,0,0,0,0,0
A0A8S5TEU3,0,0,0,0,0,0,0
A0A8S5P2N2,0,0,0,0,0,0,1
A0A8S5P3J2,0,0,0,0,0,0,0
A0A8S5PXC6,0,0,0,0,0,0,0
A0A8S5T4Y2,0,0,0,0,0,1,1
A0A8S5U7T8,0,0,0,0,0,0,1
A0A8S5LPC8,0,0,0,0,0,0,0
A0A8S5M1L6,0,0,0,0,0,0,1
A0A8S5Q8U0,0,0,0,0,0,0,1
A0A8S5T5M8,0,0,0,0,0,0,0
A0A8S5PUP1,0,0,0,0,0,0,0
A0AAU8HXR4,1,1,1,1,1,0,1
Q5XLQ5,0,0,0,0,0,0,0
A0A141DZD4,0,0,0,0,0,0,0
A0A1B1IWP1,0,0,0,0,0,0,1
A0A1S5SEC4,0,0,0,0,0,0,0
A0A240F4W2,0,0,0,0,0,0,0
A0A2H4J790,0,0,0,0,0,0,1
A0A345GTZ0,0,0,0,0,0,0,0
A0A5Q2WB94,0,0,0,0,0,0,0
A0A6G6XHA0,0,0,0,0,0,0,0
A0A6J5M524,0,0,0,0,0,0,0
A0A6J5PQ14,0,0,0,0,0,0,0
A0A6J5S0W9,0,0,0,0,0,0,0
A0A6J7WC87,0,0,0,0,0,0,0
A0A830ZNU8,0,0,0,0,0,0,0
A0A876AXD4,0,0,0,0,0,0,1
A0A8S5MP89,0,0,0,0,0,0,0
A0A8S5NQC7,0,0,0,0,0,0,1
A0A8S5NVE0,0,0,0,0,0,0,1
A0A8S5PVG5,0,0,0,0,0,0,0
A0A8S5QHD0,0,0,0,0,0,0,0
A0A8S5QJK5,0,0,0,0,0,0,0
A0A8S5S1H0,0,0,0,0,0,0,0
A0A8S5S675,0,0,0,0,0,0,0
A0A8S5SFS0,0,0,0,0,0,0,1
A0A8S5UA90,0,0,0,0,0,0,0
A0A8S5V118,0,0,0,0,0,0,0
A0A8S5V5P0,0,0,0,0,0,0,0
A0AA86Y599,0,0,0,0,0,0,1
A0AAE9G4J7,0,0,0,0,0,0,1
A8WA17,0,0,0,0,0,0,0
K7PHM9,0,0,0,0,0,0,0
K7PKD7,0,0,0,0,0,0,0
K7PMF1,0,0,0,0,0,0,0
Q6R860,0,0,0,0,0,0,0
A0A096XER6,0,0,0,0,0,0,0
A0A1D9C9R5,0,0,0,0,0,0,0
A0A1S5S994,0,0,0,0,0,0,0
A0A1S5SA16,0,0,0,0,0,0,0
A0A514A678,0,0,0,0,0,0,0
A0A6J5QQZ7,0,0,0,0,0,0,1
A0A6J5S8Q1,0,0,0,0,0,0,0
A0A6J5SDZ4,0,0,0,0,0,0,0
A0A6J7WRP6,0,0,0,0,0,0,1
A0A6S4PAV6,0,0,0,0,0,0,0
A0A6S4PGQ9,0,0,0,0,0,0,0
A0A8S5LMT7,0,0,0,0,0,0,1
A0A8S5M4Y4,0,0,0,0,0,0,0
A0A8S5P6C4,0,0,0,0,0,0,0
A0A8S5P6Z1,0,0,0,0,0,0,0
A0A8S5P901,0,0,0,0,0,0,1
A0A8S5P959,0,0,0,0,0,0,0
A0A8S5PXQ6,0,0,0,0,0,0,1
A0A8S5QQ13,0,0,0,0,0,0,1
A0A8S5TZB5,0,0,0,0,0,0,0
A0A8S5U8F1,0,0,0,0,0,0,0
A0A8S5VVM9,0,0,0,0,0,1,0
A4PE72,0,0,0,0,0,0,1
K7P842,0,0,0,0,0,0,0
A0A059VF45,0,0,0,0,0,0,0
A0A0H4THA0,0,0,0,0,0,0,0
A0A2H4J8L8,0,0,0,0,0,0,0
A0A385UCW1,0,0,0,0,0,0,0
A0A482MDE9,0,0,0,0,0,0,0
A0A515MHB1,0,0,0,0,0,0,1
A0A6J5KTT8,0,0,0,0,0,0,0
A0A6J5LYD5,0,0,0,0,0,0,0
A0A6S4PA53,0,0,0,0,0,0,1
A0A7G5B8Z3,0,0,0,0,0,0,1
A0A7G5BAF1,0,0,0,0,0,0,1
A0A7G8ZZK8,0,0,0,0,0,0,0
A0A7G9UXM8,0,0,0,0,0,0,0
A0A830ZUB2,0,0,0,0,0,0,0
A0A8S5LF85,0,0,0,0,0,0,0
A0A8S5LLN0,0,0,0,0,0,0,1
A0A8S5LNE4,0,0,0,0,0,0,0
A0A8S5M6F5,0,0,0,0,0,0,0
A0A8S5NA04,0,0,0,0,0,0,0
A0A8S5P4E4,0,0,0,0,0,0,0
A0A8S5PDT3,0,0,0,0,0,0,1
A0A8S5QG11,0,0,0,0,0,0,0
A0A8S5QQF6,0,0,0,0,0,0,0
A0A8S5QTW6,0,0,0,0,0,0,1
A0A8S5QVD0,0,0,0,0,0,0,1
A0A8S5R1T9,0,0,0,0,0,0,1
A0A8S5SNC7,0,0,0,0,0,0,0
A0A8S5SR05,0,0,0,0,0,0,0
A0A8S5SUA1,0,0,0,0,0,0,0
A0A8S5T7L3,0,0,0,0,0,0,0
A0A8S5U0Y8,0,0,0,0,0,0,0
A0A8S5ULD6,0,0,0,0,0,0,0
A0A8S5UTX1,0,0,0,0,0,0,1
A0A8S5V4S2,0,0,0,0,0,0,0
A0A8S5V8A9,0,0,0,0,0,0,0
A0A8S5VC28,0,0,0,0,0,0,0
A0AAE9GAN1,0,0,0,0,0,0,1
A0AAT9V7G2,0,0,0,0,0,0,0
Q4ZC42,0,0,0,0,0,0,0
A0A023ZX87,0,0,0,0,0,0,0
A0A0M5M0L9,0,0,0,0,0,0,0
A0A0M5M0N3,0,0,0,0,0,0,0
A0A1R3Y6Z3,0,0,0,0,0,0,0
A0A1S5SCV4,0,0,0,0,0,0,0
A0A222ZES9,0,0,0,0,0,0,0
A0A2D1GFB1,0,0,0,0,0,0,0
A0A2H4JG32,0,0,0,0,0,0,0
A0A3G2KCZ6,0,0,0,0,0,0,0
A0A3G2KH19,0,0,0,0,0,0,1
A0A514DJG5,0,0,0,0,0,0,1
A0A6G9LAV6,0,0,0,0,0,0,0
A0A6J5KJG7,0,0,0,0,0,0,0
A0A6J5KMJ4,0,0,0,0,0,0,0
A0A6J5KY07,0,0,0,0,0,0,0
A0A6J7WFG2,0,0,0,0,0,0,1
A0A8S5LET1,0,0,0,0,0,0,1
A0A8S5LMH1,0,0,0,0,0,0,0
A0A8S5MGI6,0,0,0,0,0,0,0
A0A8S5NWE8,0,0,0,0,0,0,1
A0A8S5PZC6,0,0,0,0,0,0,0
A0A8S5QBN7,0,0,0,0,0,0,0
A0A8S5SBA2,0,0,0,0,0,0,0
A0A8S5T4Q7,0,0,0,0,0,0,0
A0A8S5T7P2,0,0,0,0,0,0,0
A0A8S5TY86,0,0,0,0,0,0,1
A0A8S5VF03,0,0,0,0,0,0,1
A0A8T8JBJ0,0,0,0,0,0,0,0
A0AAE9K613,0,0,0,0,0,0,1
A0AAU8GKN6,0,0,0,0,0,0,0
K7P7R5,0,0,0,0,0,0,0
Q9ZWV7,0,0,0,0,0,0,0
A0A0E3XBN7,0,0,0,0,0,0,0
A0A1S5NNJ1,0,0,0,0,0,0,1
A0A220NRP6,0,0,0,0,0,0,0
A0A220NSB9,0,0,0,0,0,0,0
A0A2D1GPE8,0,0,0,0,0,0,0
A0A2K8I325,0,0,0,0,0,0,1
A0A385D0Z8,0,0,0,0,0,0,0
A0A3G3MAZ9,0,0,0,0,0,0,0
A0A6J5MH52,0,0,0,0,0,0,1
A0A6J5MYJ3,0,0,0,0,0,0,1
A0A6J5NHC9,0,0,0,0,0,0,1
A0A6J7VJD1,0,0,0,0,0,0,0
A0A7G9UZ96,0,0,0,0,0,0,0
A0A7L7SRF1,0,0,0,0,0,0,0
A0A830ZWA6,0,0,0,0,0,0,1
A0A8D9PE11,0,0,0,0,0,1,0
A0A8S5M052,0,0,0,0,0,0,0
A0A8S5MCT0,0,0,0,0,0,0,0
A0A8S5MY35,0,0,0,0,0,0,0
A0A8S5N1W9,0,0,0,0,0,0,0
A0A8S5NSE9,0,0,0,0,0,0,0
A0A8S5PD27,0,0,0,0,0,0,0
A0A8S5PIJ5,0,0,0,0,0,0,0
A0A8S5PTQ2,0,0,0,0,0,0,0
A0A8S5SFI1,0,0,0,0,0,0,1
A0A8S5SL42,0,0,0,0,0,0,1
A0A8S5THM8,0,0,0,0,0,0,1
A0A8S5VC85,0,0,0,0,0,0,0
A0A8S5VFH6,0,0,0,0,0,0,0
A0A8S5VG02,0,0,0,0,0,0,1
A0AAE8XQY2,0,0,0,0,0,0,0
A0AAE8Y621,0,0,0,0,0,0,0
A0AAE9K5N5,0,0,0,0,0,0,0
G8C7K6,0,0,0,0,0,0,0
L7TP61,0,0,0,0,0,0,1
A0A0A0RN34,0,0,0,0,0,0,0
A0A0F7LA05,0,0,0,0,0,0,0
A0A0F7LBR0,0,0,0,0,0,0,0
A0A1S5SAT1,0,0,0,0,0,0,0
A0A1X9H094,0,0,0,0,0,0,0
A0A2D1G850,0,0,0,0,0,0,0
A0A2H4PEZ9,0,0,0,0,0,0,1
A0A2I6PD84,0,0,0,0,0,0,0
A0A2P1CEE3,0,0,0,0,0,0,0
A0A2U8UJ20,0,0,0,0,0,1,1
A0A386KQ08,0,0,0,0,0,0,0
A0A3G2KEN3,0,0,0,0,0,0,1
A0A3G2KFQ7,0,0,0,0,0,0,1
A0A3G2KGK2,0,0,0,0,0,0,1
A0A3G3M3K4,0,0,0,0,0,0,0
A0A3S9URL8,0,0,0,0,0,0,0
A0A4Y5TYR5,0,0,0,0,0,0,1
A0A514A6G9,0,0,0,0,0,0,1
A0A514DKI2,0,0,0,0,0,0,0
A0A516KNZ0,0,0,0,0,0,0,1
A0A5C0CGY1,0,0,0,0,0,0,0
A0A5P1MBE6,0,0,0,0,0,0,0
A0A649VDZ8,0,0,0,0,0,0,0
A0A653FS94,0,0,0,0,0,0,0
A0A653FV39,0,0,0,0,0,0,0
A0A6J5R3Q3,0,0,0,0,0,1,0
A0A6J5RVZ6,0,0,0,0,0,0,1
A0A6N0A8M7,0,0,0,0,0,0,0
A0A7G8LLG7,0,0,0,0,0,0,1
A0A7M1CSG6,0,0,0,0,0,0,1
A0A7T1TTK6,0,0,0,0,0,0,0
A0A831ERF9,0,0,0,0,0,0,0
A0A874MFR5,0,0,0,0,0,0,0
A0A8F3E464,0,0,0,0,0,0,0
A0A8S5LF67,0,0,0,0,0,0,0
A0A8S5LTB7,0,0,0,0,0,0,1
A0A8S5M356,0,0,0,0,0,1,0
A0A8S5MEG2,0,0,0,0,0,0,0
A0A8S5MQW6,0,0,0,0,0,0,1
A0A8S5N193,0,0,0,0,0,0,1
A0A8S5PBA6,0,0,0,0,0,0,1
A0A8S5PIM7,0,0,0,0,0,0,0
A0A8S5PMX5,0,0,0,0,0,0,1
A0A8S5R6Q2,0,0,0,0,0,0,0
A0A8S5SPR5,0,0,0,0,0,0,1
A0A8S5UZ01,0,0,0,0,0,0,0
A0AAE8YHF4,0,0,0,0,0,0,1
A0AAE9BM96,0,0,0,0,0,0,0
A0AAX3ZWA2,0,0,0,0,0,0,1
A0ZS04,0,0,0,0,0,0,0
A7TW87,0,0,0,0,0,0,0
E8ZDT4,0,0,0,0,0,0,0
G4KNR8,0,0,0,0,0,0,0
G9FH48,0,0,0,0,0,0,1
I1V1G3,0,0,0,0,0,0,0
Q1A0I1,0,0,0,0,0,0,0
Q1I119,0,0,0,0,0,0,0
Q1JS84,0,0,0,0,0,0,0
Q4ZBP1,0,0,0,0,0,0,0
Q4ZCJ6,0,0,0,0,0,0,0
Q783S0,0,0,0,0,0,0,0
U5U466,0,0,0,0,0,0,0
V5RAB5,0,0,0,0,0,0,1
V5UQJ8,0,0,0,0,0,0,0
