model,accession,phage,metadata,host,taxonomic_level,host_reasoning,host_confidence,host_source,host_found,thermal_range,temperature,thermal_reasoning,thermal_confidence,thermal_found,paper_dir,host_paper_dir,duration,decision,nodes,timings,JSONDecodeError,thermal_source,inference_type,host_paper,thermal_paper,error_message
gemma4:e4b,QPX74464,Salmonella phage Sajous1,"{""uid"": ""1944316519"", ""accession"": ""QPX74464"", ""title"": ""putative RecA protein [Salmonella phage Sajous1]"", ""organism"": ""Salmonella phage Sajous1"", ""taxonId"": 2777361, ""sequence_length"": 361, ""create_date"": ""2020/12/20"", ""update_date"": ""2023/06/12"", ""dbsource"": ""insd"", ""extra"": ""gi|1944316519|gb|QPX74464.1|"", ""old_name"": ""Citrobacter phage vB_CfrM_Sajous1"", ""lab_host"": ""Salmonella enterica serovar Typhimurium LT2"", ""country"": ""USA"", ""isolation_source"": ""raw sewage"", ""identified_by"": ""Kayla Sajous""}",,,,,,False,mesophile,,"The isolation source is 'raw sewage'. Sewage environments are generally associated with mesophilic conditions, which is the most appropriate classification given the available metadata.",,True,TMP_results/accessions/QPX74464/library/accession_lit,,2.22,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.22}",False,metadata,inferred,,,
gemma4:e4b,WIL01900,Salmonella phage D5lw,"{""uid"": ""2514756138"", ""accession"": ""WIL01900"", ""title"": ""RecA-like recombination protein [Salmonella phage D5lw]"", ""organism"": ""Salmonella phage D5lw"", ""taxonId"": 3038312, ""sequence_length"": 363, ""create_date"": ""2023/06/11"", ""update_date"": ""2023/06/11"", ""dbsource"": ""insd"", ""extra"": ""gi|2514756138|gb|WIL01900.1|"", ""host"": ""Salmonella sp."", ""lab_host"": ""Salmonella enterica subsp. enterica serovar Typhimurium"", ""country"": ""USA"", ""isolation_source"": ""sewage water"", ""collection_date"": ""May-2021""}",,,,,,False,mesophile,,"The isolation source is 'sewage water'. Sewage water typically represents an environment associated with moderate temperatures, suggesting a mesophilic range.",,True,TMP_results/accessions/WIL01900/library/accession_lit,,2.03,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.03}",False,metadata,inferred,,,
gemma4:e4b,WBL99177,Salmonella phage SPTD1,"{""uid"": ""2422000748"", ""accession"": ""WBL99177"", ""title"": ""RecA-like recombination protein [Salmonella phage SPTD1]"", ""organism"": ""Salmonella phage SPTD1"", ""taxonId"": 3016905, ""sequence_length"": 361, ""create_date"": ""2023/03/08"", ""update_date"": ""2023/05/31"", ""dbsource"": ""insd"", ""extra"": ""gi|2422000748|gb|WBL99177.1|"", ""host"": ""Salmonella enterica subsp. enterica serovar Typhimurium ATCC 19585"", ""country"": ""USA"", ""isolation_source"": ""sewage"", ""collection_date"": ""2017""}",,,,,,False,mesophile,,"The isolation source is 'sewage', which typically implies mesophilic conditions. The host is 'Salmonella enterica subsp. enterica serovar Typhimurium', which is generally associated with mesophilic environments.",,True,TMP_results/accessions/WBL99177/library/accession_lit,,2.44,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.44}",False,metadata,inferred,,,
gemma4:e4b,QIW90405,Vibrio phage V07,"{""uid"": ""1829642029"", ""accession"": ""QIW90405"", ""title"": ""UNVERIFIED_ORG: recombination and repair protein [Vibrio phage V07]"", ""organism"": ""Vibrio phage V07"", ""taxonId"": 2724326, ""sequence_length"": 366, ""create_date"": ""2020/04/14"", ""update_date"": ""2023/05/11"", ""dbsource"": ""insd"", ""extra"": ""gi|1829642029|gb|QIW90405.1|"", ""host"": ""Vibrio parahaemolyticus"", ""country"": ""China"", ""isolation_source"": ""water""}",,,,,,False,None,,"The paper discusses the thermal stability assay for phage PVA8, stating: ""The thermal stability assay showed that PVA8 was fairly stable at temperatures below 60°C, but it was completely inactivated as temperature was at 80°C (Figure 3C)."" This indicates stability up to 60°C, but does not assign it to a defined category (psychrophile < 15°C, mesophile 15–45°C, thermophile > 45°C). Furthermore, the paper mentions the host bacteria were cultured at 37°C, but this is for bacterial growth, not the phage's optimal thermal range.",,True,TMP_results/accessions/QIW90405/library/accession_lit,,137.85999999999999,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature""]","{""ClassifyThermalMetadata"": 1.78, ""CreateAccessionLibrary"": 26.31, ""ClassifyThermalLiterature"": 109.77}",False,literature,none,,PMC10213691.1.txt,
gemma4:e4b,WEM33337,Escherichia phage EJP2,"{""uid"": ""2459381061"", ""accession"": ""WEM33337"", ""title"": ""recombination protein [Escherichia phage EJP2]"", ""organism"": ""Escherichia phage EJP2"", ""taxonId"": 3028122, ""sequence_length"": 372, ""create_date"": ""2023/05/10"", ""update_date"": ""2023/05/10"", ""dbsource"": ""insd"", ""extra"": ""gi|2459381061|gb|WEM33337.1|"", ""host"": ""Escherichia coli FORC82"", ""country"": ""South Korea"", ""isolation_source"": ""animal feces""}",,,,,,False,mesophile,,"The paper explicitly states the stability of the phage Z90 particles: ""The phage Z90 particles were stable at psychrotrophic and mesophilic temperatures (10–50 °C)..."" The definition for mesophile is 15–45°C, and the stated range (10–50°C) encompasses the mesophilic range. Furthermore, the stability assay section details incubation at ""10, 20, 30, 40, 50, 60, 70, and 80 °C for 1 h,"" and the discussion section notes that ""Phage Z90 remained viable across psychrotrophic and mesophilic temperatures (<50 °C)"".",,True,TMP_results/accessions/WEM33337/library/accession_lit,,72.22999999999999,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature""]","{""ClassifyThermalMetadata"": 2.47, ""CreateAccessionLibrary"": 27.14, ""ClassifyThermalLiterature"": 42.62}",False,literature,explicit,,PMC12837969.1.txt,
gemma4:e4b,YP_009784588,Listeria phage LP-124,"{""uid"": ""1841996748"", ""accession"": ""YP_009784588"", ""title"": ""recombinase [Listeria phage LP-124]"", ""organism"": ""Listeria phage LP-124"", ""taxonId"": 1173765, ""sequence_length"": 414, ""create_date"": ""2020/05/15"", ""update_date"": ""2023/05/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|1841996748|gnl|REF_FSLCornell|LP124P_076|ref|YP_009784588.1|"", ""host"": ""Listeria monocytogenes"", ""country"": ""USA""}",Listeria monocytogenes,species,The host is Listeria monocytogenes. No thermal information is provided for the host or the phage.,,metadata,True,mesophile,,"The paper states that for the TPP assay, the incubation was performed at '37 °C for 30 min' and for the membrane polarization assay, the incubation was performed 'at 37 °C for 10 min'. Furthermore, the section 'Medium and growth conditions' specifies that 'Unless otherwise stated, bacteria were grown at 37 °C under aerobic conditions with shaking at 200 × g.' Since 37°C falls within the mesophile range (15–45°C), the host organism's optimal growth temperature is indicated as mesophilic.",,True,TMP_results/accessions/YP_009784588/library/accession_lit,TMP_results/accessions/YP_009784588/library/host_lit,155.17,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""ClassifyThermalRangeHostLiterature""]","{""ClassifyThermalMetadata"": 2.45, ""CreateAccessionLibrary"": 6.9, ""ClassifyThermalLiterature"": 0.02, ""ClassifyHostMetadata"": 1.77, ""ClassifyThermalRangeHostLiterature"": 107.82}",False,host_literature,explicit,,PMC13179323.1.txt,
gemma4:e4b,YP_009784362,Bacillus phage Bp8p-T,"{""uid"": ""1841996521"", ""accession"": ""YP_009784362"", ""title"": ""putative DNA recombination and repair protein RecA [Bacillus phage Bp8p-T]"", ""organism"": ""Bacillus phage Bp8p-T"", ""taxonId"": 1445811, ""sequence_length"": 403, ""create_date"": ""2020/05/15"", ""update_date"": ""2023/05/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|1841996521|ref|YP_009784362.1|"", ""host"": ""Bacillus pumilus GR8"", ""country"": ""China"", ""collection_date"": ""03-Jul-2013""}",Bacillus pumilus GR8,species,The host is Bacillus pumilus GR8. Bacillus species are generally associated with soil or moderate environments.,,metadata,True,mesophile,,"The text explicitly states the growth conditions used for routine culture of the bacteria: ""Luria-Bertani (LB) medium broth or agar was routinely used for growing bacteria at 30 °C."" It also mentions incubation at ""30 °C"" for sporulation and for growing Lactococcus and Listeria strains. Since 30 °C falls within the mesophile range (15–45°C), the organism is characterized as mesophilic.",,True,TMP_results/accessions/YP_009784362/library/accession_lit,TMP_results/accessions/YP_009784362/library/host_lit,184.96,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""ClassifyThermalRangeHostLiterature""]","{""ClassifyThermalMetadata"": 2.42, ""CreateAccessionLibrary"": 10.95, ""ClassifyThermalLiterature"": 0.02, ""ClassifyHostMetadata"": 1.84, ""ClassifyThermalRangeHostLiterature"": 132.81}",False,host_literature,explicit,,PMC8347963.1.txt,
gemma4:e4b,YP_009781996,Staphylococcus phage A5W,"{""uid"": ""1841994128"", ""accession"": ""YP_009781996"", ""title"": ""Rec [Staphylococcus phage A5W]"", ""organism"": ""Staphylococcus phage A5W"", ""taxonId"": 516541, ""sequence_length"": 418, ""create_date"": ""2020/05/15"", ""update_date"": ""2023/05/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|1841994128|ref|YP_009781996.1|"", ""host"": ""Staphylococcus aureus NCTC9789 (=PS80)""}",,,,,,False,mesophile,,"The paper describes the growth conditions for the host bacteria used in the experiments. The text states: ""Bacterial strains were cultured in trypticase soy broth (TSB) or on tryptone soy agar plates and grown at 30°C."" It also mentions: ""To produce the phage lysates, an overnight culture of host bacteria was diluted in fresh, warm (30°C) TSB medium to reach OD600 ∼0.3 and incubated at 30°C with vigorous shaking..."" and later, ""Flasks with bacteria were incubated at 30°C with vigorous shaking..."". Since the phage propagation and host culture were consistently performed at 30°C, this temperature is used to infer the optimal or tested growth range for the phage/system, which falls within the mesophile range (15–45°C).",,True,TMP_results/accessions/YP_009781996/library/accession_lit,,63.3,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature""]","{""ClassifyThermalMetadata"": 2.7, ""CreateAccessionLibrary"": 31.29, ""ClassifyThermalLiterature"": 29.31}",False,literature,inferred,,PMC11878797.1.txt,
gemma4:e4b,YP_009781764,Staphylococcus phage P4W,"{""uid"": ""1841993866"", ""accession"": ""YP_009781764"", ""title"": ""Rec [Staphylococcus phage P4W]"", ""organism"": ""Staphylococcus phage P4W"", ""taxonId"": 1195080, ""sequence_length"": 418, ""create_date"": ""2020/05/15"", ""update_date"": ""2023/05/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|1841993866|ref|YP_009781764.1|"", ""old_name"": ""Staphylococcus bacteriophage P4W"", ""lab_host"": ""Staphylococcus aureus strain 6409""}",Staphylococcus aureus strain 6409,phage,The metadata lists 'lab_host': 'Staphylococcus aureus strain 6409'. This indicates the host organism but provides no temperature information.,,metadata,True,mesophile,,"The text mentions incubation conditions for quantitative determination of L. monocytogenes: ""Plates were incubated at 37 ± 1 °C for 24 ± 2 h and extended to 48 h if necessary."" It also mentions incubation for PFGE: ""...agar discs were incubated with a lysozyme (100 mg/mL) and RNase (10 mg/mL) at 37 °C overnight."" Furthermore, the text states: ""...L. monocytogenes isolates were cultured on Columbia blood agar (GRASO Biotech, Starogard Gdański, Poland) at 37 °C for 17 ± 1 h."" Since 37°C falls within the mesophile range (15–45°C), the organism is characterized as mesophilic.",,True,TMP_results/accessions/YP_009781764/library/accession_lit,TMP_results/accessions/YP_009781764/library/host_lit,204.25,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""ClassifyThermalRangeHostLiterature""]","{""ClassifyThermalMetadata"": 2.77, ""CreateAccessionLibrary"": 5.71, ""ClassifyThermalLiterature"": 2.91, ""ClassifyHostMetadata"": 2.61, ""ClassifyThermalRangeHostLiterature"": 150.35}",False,host_literature,explicit,,PMC13115546.1.txt,
gemma4:e4b,YP_009781533,Staphylococcus phage MSA6,"{""uid"": ""1841993634"", ""accession"": ""YP_009781533"", ""title"": ""Rec [Staphylococcus phage MSA6]"", ""organism"": ""Staphylococcus phage MSA6"", ""taxonId"": 1195079, ""sequence_length"": 418, ""create_date"": ""2020/05/15"", ""update_date"": ""2023/05/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|1841993634|ref|YP_009781533.1|"", ""old_name"": ""Staphylococcus bacteriophage MSA6"", ""lab_host"": ""Staphylococcus aureus subsp. aureus strain ATCC 25923""}",,,,,,False,mesophile,,forced,,True,TMP_results/accessions/YP_009781533/library/accession_lit,,23.29,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature"", ""ClassifyHostMetadata"", ""ClassifyHostLiterature"", ""ClassifyThermalForced""]","{""ClassifyThermalMetadata"": 2.42, ""CreateAccessionLibrary"": 7.66, ""ClassifyThermalLiterature"": 2.97, ""ClassifyHostMetadata"": 3.25, ""ClassifyHostLiterature"": 3.77, ""ClassifyThermalForced"": 3.22}",False,metadata,forced,,,
gemma4:e4b,YP_009781300,Staphylococcus phage Fi200W,"{""uid"": ""1841993400"", ""accession"": ""YP_009781300"", ""title"": ""Rec [Staphylococcus phage Fi200W]"", ""organism"": ""Staphylococcus phage Fi200W"", ""taxonId"": 1195078, ""sequence_length"": 418, ""create_date"": ""2020/05/15"", ""update_date"": ""2023/05/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|1841993400|ref|YP_009781300.1|"", ""old_name"": ""Staphylococcus bacteriophage Fi200W"", ""lab_host"": ""Staphylococcus aureus strain 6409""}",Staphylococcus aureus strain 6409,phage,The metadata lists 'lab_host': 'Staphylococcus aureus strain 6409'. This indicates the phage was studied using this specific strain.,,metadata,True,mesophile,,"The text mentions incubation conditions for quantitative determination of L. monocytogenes: ""Plates were incubated at 37 ± 1 °C for 24 ± 2 h and extended to 48 h if necessary."" It also mentions incubation for PFGE: ""...agar discs were incubated with a lysozyme (100 mg/mL) and RNase (10 mg/mL) at 37 °C overnight."" Furthermore, the text states: ""...L. monocytogenes isolates were cultured on Columbia blood agar (GRASO Biotech, Starogard Gdański, Poland) at 37 °C for 17 ± 1 h."" Since 37°C falls within the mesophile range (15–45°C), the organism is characterized as mesophilic.",,True,TMP_results/accessions/YP_009781300/library/accession_lit,TMP_results/accessions/YP_009781300/library/host_lit,203.63,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""ClassifyThermalRangeHostLiterature""]","{""ClassifyThermalMetadata"": 2.76, ""CreateAccessionLibrary"": 3.84, ""ClassifyThermalLiterature"": 2.97, ""ClassifyHostMetadata"": 2.61, ""ClassifyThermalRangeHostLiterature"": 150.41}",False,host_literature,explicit,,PMC13115546.1.txt,
gemma4:e4b,YP_009781067,Staphylococcus phage 676Z,"{""uid"": ""1841993166"", ""accession"": ""YP_009781067"", ""title"": ""Rec [Staphylococcus phage 676Z]"", ""organism"": ""Staphylococcus phage 676Z"", ""taxonId"": 1195081, ""sequence_length"": 418, ""create_date"": ""2020/05/15"", ""update_date"": ""2023/05/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|1841993166|ref|YP_009781067.1|"", ""old_name"": ""Staphylococcus bacteriophage 676Z"", ""lab_host"": ""Staphylococcus aureus strain Z11778""}",Staphylococcus aureus strain Z11778,strain,The metadata only provides the lab host 'Staphylococcus aureus strain Z11778' but gives no environmental or growth condition information for this host or the phage.,,metadata,True,mesophile,,forced,,True,TMP_results/accessions/YP_009781067/library/accession_lit,TMP_results/accessions/YP_009781067/library/host_lit,99.49000000000001,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""ClassifyThermalRangeHostLiterature"", ""ClassifyThermalForced""]","{""ClassifyThermalMetadata"": 2.67, ""CreateAccessionLibrary"": 8.77, ""ClassifyThermalLiterature"": 2.97, ""ClassifyHostMetadata"": 2.71, ""ClassifyThermalForced"": 3.81}",False,metadata,forced,,,
ERROR,YP_009780853,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,Expecting value: line 1 column 1 (char 0)
gemma4:e4b,YP_009780622,Staphylococcus phage Staph1N,"{""uid"": ""1841992719"", ""accession"": ""YP_009780622"", ""title"": ""Rec [Staphylococcus phage Staph1N]"", ""organism"": ""Staphylococcus phage Staph1N"", ""taxonId"": 1195076, ""sequence_length"": 418, ""create_date"": ""2020/05/15"", ""update_date"": ""2023/05/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|1841992719|ref|YP_009780622.1|"", ""old_name"": ""Staphylococcus bacteriophage Staph1N"", ""lab_host"": ""Staphylococcus aureus strain NCTC9789 (=PS80)""}",Staphylococcus aureus strain NCTC9789 (=PS80),strain,The metadata specifies the lab host as 'Staphylococcus aureus strain NCTC9789 (=PS80)'. No temperature information is provided for this host or the phage.,,metadata,True,mesophile,,forced,,True,TMP_results/accessions/YP_009780622/library/accession_lit,TMP_results/accessions/YP_009780622/library/host_lit,24.79,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""ClassifyThermalRangeHostLiterature"", ""ClassifyThermalForced""]","{""ClassifyThermalMetadata"": 1.96, ""CreateAccessionLibrary"": 7.64, ""ClassifyThermalLiterature"": 3.05, ""ClassifyHostMetadata"": 2.82, ""ClassifyThermalForced"": 3.77}",False,metadata,forced,,,
