accession,full_sequence_hmm_results,PF00154_custom_hmm_results,PF00154_hmm_results,PF21134_custom_hmm_results,PF21134_hmm_results
XOR58246,0,0,0,0,0
XOR57334,0,0,0,0,0
XOR55866,1,1,1,0,0
XOR54927,0,0,0,0,0
XOR54512,0,0,0,0,0
XOR54379,0,0,0,0,0
XOR53770,0,0,0,0,0
XOR53510,0,0,0,0,0
XOR52760,0,0,0,0,0
XOR52513,0,0,0,0,0
XOR52093,0,0,0,0,0
XOR51874,0,0,0,0,0
XOR51638,0,0,0,0,0
XOR51467,0,0,0,0,0
XOR51313,0,0,0,0,0
XOR51251,0,0,0,0,0
XOR51057,0,0,0,0,0
XOR51028,0,0,0,0,0
XOR50939,0,0,0,0,0
XOR50165,0,0,0,0,0
XOR47436,0,0,0,0,0
XOR47264,0,0,0,0,0
XOR47085,0,0,0,0,0
XOR47031,0,0,0,0,0
XOR46943,0,0,0,0,0
XOR46561,0,0,0,0,0
XOR44972,0,0,0,0,0
XOR44879,0,0,0,0,0
XOR44808,0,0,0,0,0
XOR43976,0,0,0,0,0
XOR43780,0,0,0,0,0
XOR43550,0,0,0,0,0
XOR42998,0,0,0,0,0
XOR42631,0,0,0,0,0
XOR42147,0,0,0,0,0
XOR42131,1,1,1,0,0
XOR41991,0,0,1,0,0
XOR40708,0,0,0,0,0
XOR40540,0,0,0,0,0
XOR40197,0,0,0,0,0
XOR39440,0,0,0,0,0
XOR39236,0,0,0,0,0
XOR38827,0,0,0,0,0
XOR38284,0,0,0,0,0
XOR38192,0,0,0,0,0
XOR38141,0,0,0,0,0
XOR36814,0,0,0,0,0
XOR36236,0,0,0,0,0
XOR36053,0,0,0,0,0
XOR35972,0,0,0,0,0
XOR35795,0,0,0,0,0
XOR35770,0,0,0,0,0
XOR35443,0,0,0,0,0
XOR35128,0,0,0,0,0
XOR34618,0,0,0,0,0
XOR33923,0,0,0,0,0
XOR33708,0,0,0,0,0
XOR33184,0,0,0,0,0
XOR32574,0,0,0,0,0
XOR32002,0,0,0,0,0
XOR31923,0,0,0,0,0
XOR30871,0,0,0,0,0
XOR29769,0,0,1,0,0
XOR29570,0,0,1,0,0
XOR28499,1,1,1,0,0
XOR28202,0,0,0,0,0
XOR27538,0,0,0,0,0
XOR27142,0,0,0,0,0
XOR26882,0,0,0,0,0
XOR26601,0,0,0,0,0
XOR25994,0,0,0,0,0
XOR25973,0,0,0,0,0
XOR25822,0,0,0,0,0
XOR25735,0,0,0,0,0
XOR25079,0,0,0,0,0
XOR24870,0,0,0,0,0
XOR24806,0,0,0,0,0
XOR24766,0,0,0,0,0
XOR24180,0,0,0,0,0
XOR24157,0,0,0,0,0
XOR23860,0,0,0,0,0
XOR23626,1,1,1,0,0
XOR23623,0,0,1,0,0
XOR23587,0,0,0,0,0
XOR23327,0,0,0,0,0
XOR23195,0,0,0,0,0
XOR23144,0,0,0,0,0
XOR22859,0,0,0,0,0
XOR22610,0,0,0,0,0
XOR22482,0,0,0,0,0
XOR22232,0,0,0,0,0
XOR21471,0,0,0,0,0
XOR21361,0,0,0,0,0
XOR21200,0,0,0,0,0
XOR21121,0,0,0,0,0
XOR19608,0,0,0,0,0
XOR19507,0,0,0,0,0
XOR19110,0,0,0,0,0
XOR18602,0,0,0,0,0
XOR18454,0,0,0,0,0
XOR18199,0,0,0,0,0
XOR17732,0,0,0,0,0
XOR17395,0,0,0,0,0
XOR17278,1,1,1,0,0
XOR16879,0,0,0,0,0
XOR16444,0,0,0,0,0
XOR16008,0,0,0,0,0
XOR15680,0,0,0,0,0
XOR14749,0,0,0,0,0
XOR12390,0,0,0,0,0
XOR12226,0,0,0,0,0
XOR12127,0,0,0,0,0
XOR10993,0,0,0,0,0
XOR09811,0,0,0,0,0
XOR09288,0,0,0,0,0
XOR09214,0,0,0,0,0
XOR09070,0,0,0,0,0
XOR09003,0,0,0,0,0
XOR08806,0,0,0,0,0
XOR08754,0,0,0,0,0
XOR08563,0,0,0,0,0
XOR08321,0,0,0,0,0
XOR07990,0,0,0,0,0
XOR07218,0,0,0,0,0
XOR07006,0,0,0,0,0
XOR06950,0,0,0,0,0
XOR06429,0,0,0,0,0
XOR06191,0,0,0,0,0
XOR06060,0,0,0,0,0
XOR05409,0,0,0,0,0
XOR04524,0,0,0,0,0
XOR04135,0,0,0,0,0
XOR02712,0,0,0,0,0
XOR02064,0,0,0,0,0
XOR01881,0,0,0,0,0
XOR01253,0,0,0,0,0
XOR01118,1,1,1,0,0
XOR00410,0,0,0,0,0
XOQ99686,0,0,0,0,0
XOQ99457,0,0,0,0,0
XOQ98299,0,0,0,0,0
XOQ96784,0,0,0,0,0
XOQ95805,0,0,0,0,0
XOQ95374,0,0,0,0,0
XOQ94942,1,1,1,0,0
XOQ94595,0,0,0,0,0
XOQ94467,0,0,0,0,0
XOQ94078,0,0,0,0,0
XOQ93494,0,0,0,0,0
XOQ93077,0,0,0,0,0
XOQ93043,0,0,0,0,0
XOQ92758,0,0,0,0,0
XOQ91860,0,0,0,0,0
XOQ91551,0,0,0,0,0
XOQ90751,0,0,0,0,0
XOQ90748,0,0,0,0,0
XOQ90170,0,0,0,0,0
XOQ90014,0,0,0,0,0
XOQ89917,0,0,0,0,0
XOQ89880,0,0,0,0,0
XOQ89742,0,0,0,0,0
XOQ88760,0,0,0,0,0
XOQ88539,0,0,0,0,0
XOQ88377,0,0,0,0,0
XOQ88355,0,0,0,0,0
XOQ88072,0,0,0,0,0
XOQ87793,0,0,0,0,0
XOQ87717,0,0,0,0,0
XOQ87433,0,0,0,0,0
QYC50815,0,0,0,0,0
XGU09002,0,0,0,0,0
XGU08664,0,0,0,0,0
UXE02343,0,0,0,0,0
UXE02285,0,0,0,0,0
UXE02228,0,0,0,0,0
UXE02171,0,0,0,0,0
UXE02116,0,0,0,0,0
UXE02059,0,0,0,0,0
UXE02002,0,0,0,0,0
UXE01945,0,0,0,0,0
UXE01889,0,0,0,0,0
UXE01833,0,0,0,0,0
UXE01779,0,0,0,0,0
UXE01725,0,0,0,0,0
UXE01669,0,0,0,0,0
UXE01616,0,0,0,0,0
UXE01562,0,0,0,0,0
UXE01508,0,0,0,0,0
UXE01453,0,0,0,0,0
UXE01396,0,0,0,0,0
UXE01340,0,0,0,0,0
UXE01284,0,0,0,0,0
UXE01228,0,0,0,0,0
UXE01173,0,0,0,0,0
UXE01118,0,0,0,0,0
UXE01063,0,0,0,0,0
UXE01008,0,0,0,0,0
UXE00952,0,0,0,0,0
UXE00896,0,0,0,0,0
UXE00841,0,0,0,0,0
UXE00785,0,0,0,0,0
UXE00729,0,0,0,0,0
UXE00675,0,0,0,0,0
UXE00622,0,0,0,0,0
UXE00566,0,0,0,0,0
UXE00512,0,0,0,0,0
UXE00456,0,0,0,0,0
UXE00400,0,0,0,0,0
UXE00345,0,0,0,0,0
UXE00291,0,0,0,0,0
UXE00233,0,0,0,0,0
UXE00175,0,0,0,0,0
UXE00119,0,0,0,0,0
UXE00065,0,0,0,0,0
UXE00010,0,0,0,0,0
UXD99955,0,0,0,0,0
UXD99901,0,0,0,0,0
UXD99847,0,0,0,0,0
UXD99792,0,0,0,0,0
UXD99738,0,0,0,0,0
UXD99684,0,0,0,0,0
UXD99630,0,0,0,0,0
UXD99575,0,0,0,0,0
UXD99519,0,0,0,0,0
UXD99462,0,0,0,0,0
UXD99408,0,0,0,0,0
XMT57229,0,0,0,0,0
XLZ15535,0,0,0,0,0
XLZ15433,0,1,0,0,0
XOF08996,0,0,0,0,0
XOF08602,0,0,0,0,0
XOF08548,0,0,0,0,0
XOF05484,1,1,1,0,0
XOF03508,0,0,0,0,0
XOF00632,0,0,0,0,0
XOF00050,0,0,1,0,0
XOE98748,0,0,0,0,0
XOE96625,0,0,0,0,0
XOE95119,1,1,1,0,0
XOE94180,0,0,0,0,0
XOE93268,0,0,0,0,0
XOE90443,0,0,0,0,0
XOE90260,0,0,0,0,0
XOE90122,0,0,0,0,0
XOE89975,0,0,0,0,0
XOE89757,0,0,0,0,0
XOE87686,1,1,1,0,0
XOD43273,0,0,0,0,0
XOD43066,0,0,0,0,0
XOD42788,0,0,0,0,0
XOD42397,0,0,0,0,0
XOD41043,1,1,1,1,1
XOD32956,0,0,1,0,0
XOD32954,1,1,1,0,0
XOD32722,1,1,1,0,0
XOD32333,1,1,1,1,1
XOD32076,1,1,1,1,1
XOD31821,1,1,1,1,1
XOD31540,1,1,1,1,1
XOB77366,1,1,1,0,0
XOB77236,1,1,1,0,0
XCH43194,1,1,1,0,0
XOA07903,1,1,1,1,1
XOA07652,0,0,0,0,0
XOA00350,0,0,0,0,0
XNZ86301,1,1,1,0,0
P35926,0,0,0,0,0
XNY80037,0,0,0,0,0
XNY79842,0,0,0,0,0
P69202,0,0,0,0,0
P04892,0,0,0,0,0
BFL60880,0,0,1,0,0
XNX25772,0,0,0,0,0
XNT20930,0,0,0,0,0
XNT20784,0,0,0,0,0
XNS49220,0,0,0,0,0
XNS49204,0,0,0,0,0
XNS49141,0,0,0,0,0
XNS49082,0,0,0,0,0
XNS48419,0,0,0,0,0
XNS48359,0,0,0,0,0
XNS45096,0,0,0,0,0
XNS45079,0,0,0,0,0
XNS45015,0,0,0,0,0
XNS44092,0,0,0,0,0
XNS43154,0,0,0,0,0
XNS41290,0,0,0,0,0
XNS40749,0,0,0,0,0
XNS40188,0,0,0,0,0
XNS39556,0,0,0,0,0
XNS39327,0,0,0,0,0
XNS39315,0,0,0,0,0
XNS38946,0,0,0,0,0
XNS38718,0,0,0,0,0
XNS38713,0,0,0,0,0
XNS38698,0,0,0,0,0
XNS38344,0,0,0,0,0
XNS38327,0,0,0,0,0
XNS37986,0,0,0,0,0
XNS37968,0,0,0,0,0
XNS37833,0,0,0,0,0
XNS37669,0,0,0,0,0
XNS37510,0,0,0,0,0
XNS37337,0,0,0,0,0
XLQ30668,1,1,1,1,1
XNP04736,0,0,0,0,0
XNO95088,0,0,0,0,0
XNO95075,0,0,0,0,0
WYD67353,0,0,0,0,0
XAI67844,0,0,0,0,0
XAI67795,0,0,0,0,0
XAI67742,0,0,0,0,0
XNL98506,0,0,0,0,0
XNL98457,0,0,0,0,0
XNL96107,0,0,0,0,0
XNL95979,0,0,0,0,0
XNL97984,0,0,0,0,0
XMR90074,1,1,1,1,1
XBS49454,1,1,1,1,1
BFM22914,0,0,1,0,0
XMR01857,1,1,1,1,0
XMR01270,1,1,1,1,1
XMQ95077,1,1,1,0,0
XCG97282,0,0,0,0,0
XMN81908,0,0,0,0,0
XMN70173,0,0,0,0,0
XMN68363,0,0,0,0,0
XMN68248,0,0,0,0,0
XMN68057,0,0,0,0,0
XMN67835,0,0,0,0,0
XMN67737,0,0,0,0,0
XMN67683,0,0,0,0,0
XMN67495,0,0,0,0,0
XMN67407,0,0,0,0,0
XMN67209,0,0,0,0,0
XMN67152,0,0,0,0,0
XMN66860,0,0,0,0,0
XMN66754,0,0,0,0,0
XMN66706,0,0,0,0,0
XMN66660,0,0,0,0,0
XMN66602,0,0,0,0,0
XMN66549,0,0,0,0,0
XMN66345,0,0,0,0,0
XMN66096,0,0,0,0,0
XMN00434,0,0,0,0,0
XMN00379,0,0,0,0,0
XMN00356,0,0,0,0,0
XMN00295,0,0,0,0,0
XMN00272,0,0,0,0,0
XMN00226,0,0,0,0,0
XMN00166,0,0,0,0,0
XMN00126,0,0,0,0,0
XMN00101,0,0,0,0,0
XMN00051,0,0,0,0,0
XMN00020,0,0,0,0,0
XDJ04406,0,0,0,0,0
XLM52595,0,0,0,0,0
XAO34151,0,0,0,0,0
XLZ96171,0,0,1,0,0
QNJ57458,0,0,0,0,0
XLZ24030,0,0,0,0,0
XLZ23593,0,0,0,0,0
XLZ13706,0,0,0,0,0
XLZ12840,0,0,0,0,0
XLY82058,0,0,0,0,0
XDR01266,1,1,1,1,1
XDR01069,0,0,0,0,0
XDQ98743,0,0,0,0,0
WNO25330,1,1,1,0,0
WNO25098,1,1,1,0,0
WAE39405,0,0,0,0,0
URG13903,0,0,0,0,0
XLY78309,0,0,0,0,0
XLY77758,1,1,1,1,1
WGJ78542,1,1,1,0,0
ALJ98503,0,0,0,0,0
ALJ98419,0,0,0,0,0
ALJ98350,0,0,0,0,0
XLV54184,0,0,1,0,0
XLQ98259,0,0,0,0,0
XLQ30224,0,0,0,0,0
XLQ30130,0,0,0,0,0
XLQ30064,0,0,0,0,0
XLQ29693,0,0,0,0,0
XLQ29474,1,1,1,1,1
XLQ29382,0,0,0,0,0
XLQ26557,0,0,0,0,0
XLQ25796,0,0,0,0,0
XLM56194,1,1,1,0,0
XLM52245,0,0,0,0,0
XBA89584,1,1,1,1,1
XLM30350,0,0,0,0,0
XLM30272,0,0,0,0,0
XLM30232,0,0,0,0,0
XLM30194,0,0,0,0,0
XLM30156,0,0,0,0,0
XLM30118,0,0,0,0,0
XLM30077,0,0,0,0,0
XLM30040,0,0,0,0,0
XLM30000,0,0,0,0,0
XLM29962,0,0,0,0,0
XLM29926,0,0,0,0,0
XLM29890,0,0,0,0,0
XLM28285,0,0,0,0,0
XLM27629,0,0,0,0,0
XLM27356,0,0,0,0,0
XLM27243,0,0,0,0,0
XLL26327,0,0,0,0,0
XLL21201,0,0,0,0,0
XLL20700,0,0,0,0,0
XLL20648,0,0,0,0,0
XLL18661,0,0,0,0,0
XLL18380,1,1,1,1,1
XLL17878,0,0,0,0,0
XJP09160,0,0,0,0,0
XLJ73869,0,0,0,0,0
XLG28320,0,0,0,0,0
XLG28237,1,1,1,0,0
XLG27405,0,0,0,0,0
XLG26096,1,1,1,0,0
XLG25807,0,0,0,0,0
XLG25413,1,1,1,0,0
XLG25008,0,0,0,0,0
XLG24782,1,1,1,0,0
XLG24332,0,0,0,0,0
XLG23789,1,1,1,0,0
XLG23610,0,0,0,0,0
XLG23195,0,0,0,0,0
XLE98483,1,1,1,0,0
XLE98270,1,1,1,0,0
XLE98064,1,1,1,0,0
XLE97856,1,1,1,0,0
XKX17587,0,0,0,0,0
XKV17384,0,0,0,0,0
AXY83529,0,0,0,0,0
XAG94916,1,1,1,0,1
XKR75059,0,0,0,0,0
XKQ96194,0,0,0,0,0
XKM46391,0,0,0,0,0
XKI62736,0,0,0,0,0
XKI62627,0,0,0,0,0
XKI62600,0,0,0,0,0
XKI62519,0,0,0,0,0
XKI62482,0,0,0,0,0
XKI62382,0,0,0,0,0
XKI62368,0,0,0,0,0
XKI62292,0,0,0,0,0
XKI62158,0,0,0,0,0
XKI62076,0,0,0,0,0
XKI62060,0,0,0,0,0
XKI61888,0,0,0,0,0
WOZ57531,0,0,0,0,0
WOL30897,0,0,0,0,0
XKC24153,1,1,1,1,1
XKC23894,0,0,0,0,0
XKC23477,0,0,0,0,0
XKC23305,0,0,0,0,0
XKC22556,1,1,1,0,0
XKC22379,0,0,0,0,0
XKC22137,1,1,1,0,0
XKC21993,0,0,0,0,0
XKC21899,0,0,0,0,0
XKC21809,0,0,0,0,0
XKC21293,0,0,0,0,0
XKC21206,0,0,0,0,0
XKC21180,1,1,1,0,0
XKC21035,0,0,0,0,0
XKC20950,0,0,0,0,0
XKC20822,0,0,0,0,0
XKC20595,0,0,1,0,0
XKC20057,0,0,0,0,0
XKC19838,0,0,0,0,0
XKC19126,0,0,0,0,0
XKC18860,1,1,1,0,0
XKC18358,1,1,1,0,0
XKC18248,0,0,0,0,0
XKC19604,0,0,0,0,0
XKB88565,0,0,0,0,0
XAO34377,0,0,0,0,0
XAO34196,0,0,0,0,0
XJU74159,0,0,0,0,0
XEM81941,0,0,0,0,0
XEM81862,0,0,0,0,0
XEM81777,0,0,0,0,0
XEM81696,0,0,0,0,0
AAG59762,0,0,0,0,0
XJP12522,1,1,1,0,0
XJP08863,1,1,1,0,0
XJP08732,0,0,0,0,0
XJP08272,0,0,0,0,0
XJP08086,0,0,0,0,0
WQY99947,0,0,0,0,0
XJJ34899,0,0,0,0,0
XBA90058,0,0,0,0,0
XAO39264,0,0,0,0,0
WYA84207,0,0,0,0,0
XIU00024,0,0,0,0,0
AXA27713,0,0,0,0,0
XIU00075,0,0,0,0,0
XIJ71149,0,0,0,0,0
XIJ71035,0,0,0,0,0
XIJ70622,0,0,0,0,0
XIJ70070,0,0,0,0,0
XIJ69813,0,0,0,0,0
XIJ69730,0,0,0,0,0
XIJ69509,0,0,0,0,0
XIJ69444,0,0,0,0,0
XIJ69378,0,0,0,0,0
XIJ69057,1,1,1,0,0
XIJ68944,0,0,0,0,0
XII43541,0,0,0,0,0
XII43063,0,0,0,0,0
XII37782,0,0,0,0,0
XII34097,0,0,0,0,0
XEN20100,0,0,0,0,0
XGT88974,0,0,0,0,0
XGT88876,0,0,0,0,0
XHY53623,0,0,0,0,0
XHY52941,0,0,0,0,0
XHY52891,0,0,0,0,0
XHY12367,0,0,0,0,0
XHY12284,0,0,0,0,0
XHY09339,0,0,0,0,0
XHY09328,0,0,0,0,0
XHV15718,0,0,0,0,0
XHV14808,0,0,0,0,0
XHV08314,0,0,0,0,0
XHV08224,0,0,0,0,0
XHV08151,0,0,0,0,0
XHO41997,0,0,0,0,0
XFC52572,0,0,0,0,0
XHH74879,1,1,1,1,1
XHH73979,0,0,0,0,0
XHH73923,0,0,1,0,0
XHH73898,0,0,1,0,0
XHH73854,0,0,1,0,0
XHH73842,0,0,0,0,0
XHH73696,0,0,1,0,0
XHH73659,0,0,1,0,0
XHH73514,0,0,1,0,0
XHH73349,0,0,1,0,0
XHH73317,0,0,0,0,0
XHH63285,0,0,0,0,0
XHG84782,0,0,1,0,0
XHG84631,0,0,0,0,0
XHG84404,0,0,0,0,0
XHG83764,0,0,0,0,0
XAO36048,0,0,0,0,0
XAO35850,0,0,0,0,0
XAO35773,0,0,0,0,0
WFD55468,0,0,0,0,0
WFP45989,0,0,0,0,0
XHB26724,0,0,0,0,0
XHB26099,0,0,0,0,0
XHB06919,0,0,0,0,0
XBS46511,0,0,0,0,0
XAI65030,0,0,0,0,0
WVX87167,1,1,1,1,1
XGU09865,0,0,0,0,0
XGU09795,0,0,0,0,0
XGU09750,0,0,0,0,0
XGU09652,0,0,0,0,0
XGU08899,0,0,0,0,0
XGU08019,1,1,1,0,0
XGU07500,1,1,1,0,0
XGU07284,0,0,0,0,0
XGU07204,0,0,0,0,0
XGU07024,0,0,0,0,0
XGU06800,0,0,0,0,0
XGU06507,0,0,0,0,0
XGU06302,1,1,1,0,0
XGU06048,1,1,1,0,0
XGU05139,1,1,1,0,0
XGU02955,0,0,0,0,0
XGU02883,0,0,0,0,0
XGU02747,0,0,0,0,0
XGU02639,0,0,0,0,0
XGU02594,0,0,0,0,0
WXH66011,0,0,0,0,0
UYL22564,1,1,1,1,1
AAP48749,0,0,0,0,0
XFA12759,0,0,0,0,0
XFC51829,0,0,0,0,0
XFC50528,0,0,0,0,0
BDU14451,0,0,0,0,0
BDU13755,0,0,0,0,0
BDU13148,0,0,0,0,0
BDU13039,0,0,0,0,0
BDU12639,0,0,0,0,0
BDU12494,0,0,0,0,0
BDU12270,0,0,0,0,0
BDU11895,0,0,0,0,0
BDU11799,0,0,0,0,0
BDU11672,0,0,0,0,0
WWY66499,0,0,0,0,0
WPH65344,0,0,0,0,0
QPB10109,0,0,0,0,0
XES02326,0,0,0,0,0
XES02277,0,0,0,0,0
XES02221,0,0,0,0,0
XER96462,0,0,0,0,0
AXH67270,1,1,1,0,0
XEN42188,0,0,0,0,0
XEN39818,0,0,0,0,0
XEN38895,0,0,0,0,0
XEN38845,0,0,0,0,0
XEN23461,0,0,0,0,0
XEN23246,0,0,0,0,0
XEN23176,0,0,0,0,0
XEN22765,0,0,0,0,0
XEN22592,0,0,0,0,0
XEN22024,1,1,1,0,0
XEN21839,0,0,0,0,0
XEN21127,0,0,0,0,0
XEN20575,0,0,0,0,0
XEN20417,0,0,0,0,0
XEN20176,0,0,0,0,0
XEN19908,0,0,0,0,0
XEN19743,0,0,0,0,0
XEN19279,0,0,0,0,0
XEN19154,1,1,1,0,0
XEN19018,0,0,0,0,0
XEN18361,0,0,0,0,0
XEN18271,0,0,0,0,0
XEN18182,0,0,0,0,0
XEN18073,0,0,0,0,0
XEN17998,0,0,0,0,0
XEN17931,0,0,0,0,0
XEN17865,1,1,1,0,0
XEN17650,0,0,0,0,0
XEN17448,0,0,0,0,0
XEN17351,1,1,1,0,0
XEN17043,0,0,0,0,0
XEN16945,0,0,0,0,0
XEN16895,0,0,0,0,0
XEN16683,0,0,0,0,0
XEN16623,0,0,0,0,0
XEN16341,0,0,0,0,0
XEN16242,0,0,0,0,0
XEN16042,1,1,1,0,0
XEN14688,1,1,1,0,0
XEN14028,0,0,0,0,0
XEN13287,1,1,1,0,0
XEN12983,0,0,0,0,0
XEN12361,1,1,1,0,0
BFH10232,0,0,0,0,0
XEM82272,0,0,0,0,0
XEM82197,0,0,0,0,0
XEC67564,0,0,0,0,0
XEC67505,0,0,0,0,0
XEC67445,0,0,0,0,0
XEC67382,0,0,0,0,0
XEC67324,0,0,0,0,0
XEC67264,0,0,0,0,0
XAI98137,0,0,0,0,0
XDT02124,0,0,0,0,0
XDQ96444,1,1,1,1,1
XDQ96182,1,1,1,1,1
WNO24027,1,1,1,1,1
XDO61587,0,0,0,0,0
WVW77813,0,0,0,0,0
WVW77735,0,0,0,0,0
WVW77627,0,0,0,0,0
XDN94327,0,0,0,0,0
WNV45510,0,0,0,0,0
XDJ26111,0,0,0,0,0
XDJ15110,0,0,1,0,0
XDJ04097,0,0,0,0,0
XDJ03295,1,1,1,1,1
XDJ02632,0,0,0,0,0
XDJ02333,0,0,0,0,0
XDJ02269,0,0,0,0,0
XDJ01727,0,0,0,0,0
XDJ01609,0,0,0,0,0
XDJ01539,0,0,0,0,0
XDJ01296,0,0,0,0,0
XDJ01213,0,0,0,0,0
XDJ01122,0,0,0,0,0
XDJ01046,0,0,0,0,0
XDJ00455,0,0,0,0,0
XDJ00286,1,1,1,1,1
XDI97733,0,0,0,0,0
XDI97023,0,0,0,0,0
XDI97022,0,0,0,0,0
XDI96518,0,0,0,0,0
WZC35932,0,0,0,0,0
XDG31042,1,1,1,1,1
XDG30776,0,0,0,0,0
XDG30754,0,0,0,0,0
XDG30291,0,0,0,0,0
WVM05005,0,0,0,0,0
XDI97897,0,0,0,0,0
XDC48542,0,0,0,0,0
XDC03161,0,0,0,0,0
XDC03010,0,0,0,0,0
WNX97749,1,1,1,0,0
XCZ89596,0,0,0,0,0
XCZ60173,0,0,1,0,0
XCW88497,0,0,0,0,0
XAO53183,0,0,1,0,0
XAO53067,0,0,1,0,0
XAO52951,0,0,1,0,0
XAO52835,0,0,1,0,0
XAO52719,0,0,1,0,0
XAO52604,0,0,1,0,0
XCP74194,0,0,0,0,0
XCP74080,0,0,0,0,0
XCP72985,0,0,0,0,0
WAK43740,0,0,0,0,0
XCO41345,0,0,0,0,0
XCO41289,0,0,0,0,0
XCO41063,0,0,0,0,0
XCO41006,0,0,0,0,0
XCO40356,0,0,0,0,0
XCO40066,0,0,0,0,0
XCO40013,0,0,0,0,0
XCO39788,0,0,0,0,0
XCO39612,0,0,0,0,0
XCO39554,0,0,0,0,0
XCO39497,0,0,0,0,0
XCO39211,0,0,0,0,0
XCO39157,0,0,0,0,0
XCO39103,0,0,0,0,0
XCO39046,0,0,0,0,0
XCO38930,0,0,0,0,0
XCO38875,0,0,0,0,0
XCO38594,0,0,0,0,0
XCO38537,0,0,0,0,0
XCO38480,0,0,0,0,0
XCO38423,0,0,0,0,0
XCO38083,0,0,0,0,0
XCO37368,0,0,0,0,0
XCO36539,0,0,0,0,0
XCO36480,0,0,0,0,0
XCO36420,0,0,0,0,0
XCO36056,0,0,0,0,0
XCO35816,0,0,1,0,0
XCN28352,0,1,0,0,0
XCN26630,0,0,0,0,0
WWY66100,0,0,0,0,0
WWY65956,0,0,0,0,0
WZW73058,1,1,1,1,1
WJE88621,0,0,0,0,0
WJE88336,0,0,0,0,0
WDQ45472,0,0,0,0,0
XCI78042,0,0,0,0,0
XCI68037,0,0,0,0,0
XCI67968,0,0,0,0,0
XCI67732,0,0,0,0,0
XCI67275,0,0,0,0,0
XCI67158,0,0,0,0,0
XCI66121,0,0,1,0,0
DBA55240,0,0,0,0,0
DBA55196,0,0,0,0,0
DBA55152,0,0,0,0,0
DBA55109,0,0,0,0,0
DBA55059,0,0,0,0,0
DBA55016,0,0,0,0,0
DBA54921,0,0,0,0,0
XCH44376,0,0,0,0,0
XCH44284,0,0,0,0,0
XCH44193,0,0,0,0,0
XCH44107,0,0,0,0,0
XCH43337,1,1,1,0,0
XCH42954,0,0,0,0,0
XCH42869,0,0,0,0,0
XCH42700,0,0,0,0,0
XCH42409,0,0,1,0,0
XCH40521,0,0,0,0,0
XCH40317,0,0,0,0,0
XCH40106,0,0,0,0,0
XCH39551,0,0,0,0,0
XCH39502,0,0,0,0,0
XCH39433,0,0,0,0,0
XCG99197,0,0,1,0,0
XCG97044,0,0,0,0,0
XCG96998,0,0,0,0,0
XCG96955,0,0,0,0,0
XCG96391,0,0,0,0,0
XCG96347,0,0,0,0,0
XCG96261,0,0,0,0,0
XCG96218,0,0,0,0,0
XCG96092,0,0,0,0,0
XCG96049,0,0,0,0,0
XCG96005,0,0,0,0,0
XCD29397,0,0,0,0,0
XCD29368,0,0,0,0,0
XCD29115,0,0,1,0,0
WZX13339,0,0,0,0,0
WZP32212,0,0,0,0,0
XCD09771,0,0,0,0,0
XCD09008,0,0,0,0,0
XCD08841,0,0,0,0,0
XCD08763,0,0,0,0,0
XCD07438,0,0,0,0,0
XCD05760,0,0,0,0,0
XCD05092,0,0,0,0,0
XCD05073,0,0,1,0,0
WWY65478,0,0,0,0,0
XBW78005,0,0,0,0,0
XBW52450,0,0,0,0,0
WYD65233,0,0,0,0,0
XBS49926,0,0,0,0,0
XBS35401,0,0,0,0,0
BFM94432,0,0,0,0,0
BFM94189,0,0,0,0,0
BFM93886,0,0,0,0,0
BFM93642,0,0,0,0,0
BFM93338,0,0,0,0,0
WNM73345,1,1,1,0,0
XAI71116,1,1,1,0,1
XAI70068,1,1,1,0,0
WWY66316,0,0,0,0,0
AXY83862,0,0,0,0,0
AXY83825,0,0,0,0,0
AXY83788,0,0,0,0,0
AXY83752,0,0,0,0,0
AXY83714,0,0,0,0,0
AXY83677,0,0,0,0,0
AXY83639,0,0,0,0,0
AXY83601,0,0,0,0,0
AXY83565,0,0,0,0,0
XAO34940,1,1,1,0,0
XAW31898,0,0,0,0,0
XAW31845,0,0,0,0,0
ATW69819,0,0,0,0,0
ATW69765,0,0,0,0,0
ATW69711,0,0,0,0,0
ATW69656,0,0,0,0,0
ATW69602,0,0,0,0,0
ATW69545,0,0,0,0,0
ATW69491,0,0,0,0,0
ASR76038,0,0,0,0,0
XAV38279,1,1,1,1,1
WVX91621,0,0,1,0,0
XAO35483,0,0,0,0,0
XAO35259,0,0,1,0,0
XAM99542,0,0,0,0,0
WWZ74794,0,0,0,0,0
WPJ20895,1,1,1,1,1
XAI96872,0,0,0,0,0
XAI96809,0,0,0,0,0
XAI96299,0,0,0,0,0
XAI96294,0,0,0,0,0
XAI95602,0,0,0,0,0
XAG95464,0,0,0,0,0
XAG93834,0,0,0,0,0
WZX10766,0,0,0,0,0
WZX06288,1,1,1,1,1
WZX06023,1,1,1,1,1
WZX02835,0,0,0,0,0
WZL56152,1,1,1,0,0
WCD56290,0,0,0,0,0
WCA46355,0,0,0,0,0
QDH50412,0,0,0,0,0
WZL04597,0,0,0,0,0
WZK93392,1,1,1,0,0
WZH62434,0,0,0,0,0
WLW36665,0,0,0,0,0
WZE64652,1,1,1,1,1
WZB39575,1,1,1,0,0
WPJ56242,1,1,1,1,1
WPJ52625,1,1,1,1,1
WPJ51230,1,1,1,1,1
WPJ50052,1,1,1,1,0
